,ID,Genero,Casado,Age,Graduado,Profesion,Work_Experience,Spending_Score,Family_Size,Categoria_economica
5920,462792,Masculino,Si,52,No,Homemaker,,Promedio,4.0,A
5923,465963,Masculino,Si,46,Si,Artista,0.0,Bajo,2.0,B
5924,466791,Masculino,Si,88,No,Abogado,1.0,Bajo,1.0,A
5928,460041,Femenino,Si,48,No,Artista,8.0,Promedio,3.0,A
5930,461585,Masculino,No,38,Si,Entretenimiento,1.0,Bajo,1.0,A
5934,465182,Femenino,No,65,Si,Abogado,0.0,Bajo,1.0,A
5935,463868,Masculino,Si,51,No,Ingeniero,1.0,Promedio,7.0,B
5937,466438,Femenino,No,42,Si,Artista,0.0,Bajo,1.0,A
5938,462196,Masculino,Si,56,No,Marketing,1.0,Promedio,3.0,B
5945,462014,Femenino,No,45,Si,Artista,1.0,Bajo,1.0,B
5946,465401,Femenino,Si,48,Si,Artista,10.0,Bajo,2.0,B
5947,461096,Femenino,No,33,No,Ingeniero,9.0,Bajo,4.0,B
5948,462801,Masculino,Si,38,Si,Entretenimiento,9.0,Promedio,3.0,B
5950,459770,Femenino,Si,48,Si,Artista,8.0,Promedio,2.0,A
5951,461421,Masculino,Si,37,Si,Artista,,Promedio,3.0,B
5953,462433,Femenino,Si,33,Si,Doctor,0.0,Promedio,2.0,B
5955,464804,Masculino,Si,27,No,Entretenimiento,0.0,Bajo,1.0,A
5956,464721,Masculino,Si,39,Si,Artista,3.0,Promedio,4.0,B
5958,467371,Masculino,No,30,Si,Personal de salud,1.0,Bajo,4.0,B
5961,465290,Masculino,Si,46,Si,Ejecutivo,1.0,Alto,5.0,B
5962,464165,Femenino,No,55,No,Entretenimiento,3.0,Bajo,1.0,A
5963,462502,Masculino,No,39,No,Entretenimiento,0.0,Bajo,4.0,A
5964,467572,Masculino,Si,63,Si,Artista,1.0,Promedio,4.0,A
5967,467148,Masculino,No,28,Si,Artista,,Bajo,1.0,A
5968,460130,Masculino,No,27,Si,Personal de salud,2.0,Bajo,4.0,A
5969,462425,Masculino,No,35,Si,Doctor,3.0,Bajo,1.0,A
5970,460326,Femenino,Si,47,Si,Artista,6.0,Bajo,2.0,B
5971,465903,Femenino,No,51,Si,Artista,0.0,Bajo,1.0,B
5972,461961,Femenino,Si,32,Si,Artista,8.0,Bajo,3.0,B
5974,459213,Femenino,No,38,Si,Personal de salud,0.0,Bajo,4.0,A
5976,467927,Masculino,No,31,Si,Doctor,8.0,Bajo,6.0,A
5977,466908,Masculino,Si,55,Si,Entretenimiento,1.0,Bajo,2.0,A
5980,465027,Masculino,Si,41,Si,Doctor,0.0,Bajo,2.0,B
5982,462943,Masculino,Si,61,Si,Ejecutivo,5.0,Alto,2.0,B
5983,462954,Femenino,Si,48,Si,Homemaker,12.0,Bajo,1.0,A
5984,463567,Masculino,Si,40,Si,Doctor,1.0,Promedio,2.0,B
5985,466124,Femenino,No,47,Si,Artista,0.0,Bajo,1.0,B
5987,463461,Masculino,No,29,No,Doctor,,Bajo,4.0,A
5988,465586,Masculino,Si,72,No,Artista,1.0,Bajo,1.0,B
5990,461929,Masculino,Si,63,Si,Entretenimiento,0.0,Bajo,1.0,A
5994,467277,Masculino,No,25,Si,Artista,13.0,Bajo,3.0,A
5995,459049,Masculino,Si,49,Si,Ejecutivo,2.0,Alto,4.0,B
5996,464098,Femenino,No,28,No,Personal de salud,0.0,Bajo,6.0,A
6002,465446,Femenino,No,41,Si,Personal de salud,12.0,Bajo,1.0,A
6003,461416,Femenino,No,31,Si,Artista,13.0,Bajo,2.0,B
6005,463373,Masculino,Si,55,Si,Artista,1.0,Bajo,3.0,A
6006,461910,Masculino,Si,31,Si,Artista,,Promedio,2.0,B
6009,462715,Femenino,Si,55,Si,Artista,1.0,Alto,4.0,B
6012,463675,Masculino,Si,71,No,Entretenimiento,1.0,Bajo,2.0,A
6016,464185,Masculino,Si,65,Si,Artista,5.0,Alto,2.0,A
6018,459948,Femenino,No,62,Si,Ingeniero,0.0,Bajo,1.0,B
6022,465321,Masculino,Si,43,Si,Entretenimiento,,Bajo,4.0,A
6024,465935,Masculino,No,27,Si,Entretenimiento,9.0,Bajo,1.0,A
6028,467085,Masculino,No,45,Si,Entretenimiento,1.0,Bajo,2.0,A
6029,463965,Masculino,No,25,Si,Doctor,7.0,Bajo,1.0,A
6030,467156,Masculino,Si,37,Si,Artista,6.0,Bajo,1.0,B
6031,461347,Femenino,Si,37,Si,Artista,5.0,Promedio,3.0,B
6034,466760,Masculino,Si,47,Si,Doctor,0.0,Promedio,4.0,A
6035,459760,Femenino,Si,42,Si,Artista,8.0,Bajo,1.0,A
6040,460479,Femenino,No,42,No,Doctor,8.0,Bajo,1.0,A
6046,467149,Masculino,Si,43,Si,Artista,9.0,Promedio,3.0,A
6048,463793,Masculino,No,26,No,Personal de salud,1.0,Bajo,6.0,A
6051,463046,Femenino,Si,43,No,Ingeniero,0.0,Bajo,1.0,A
6052,465377,Masculino,Si,26,Si,Artista,5.0,Promedio,,A
6056,466956,Femenino,Si,55,Si,Artista,1.0,Bajo,1.0,B
6058,464811,Femenino,Si,43,No,Ingeniero,,Promedio,,B
6068,460328,Femenino,No,52,Si,Artista,1.0,Bajo,2.0,A
6069,466448,Femenino,No,37,Si,Artista,0.0,Bajo,2.0,B
6074,459457,Masculino,Si,51,Si,Artista,2.0,Bajo,2.0,A
6075,464404,Masculino,No,89,Si,Artista,1.0,Bajo,,A
6076,463538,Masculino,Si,60,No,Ejecutivo,0.0,Alto,2.0,B
6082,463993,Femenino,Si,37,Si,Artista,5.0,Promedio,2.0,B
6084,461144,Femenino,No,23,No,Abogado,0.0,Bajo,6.0,B
6085,464308,Femenino,Si,75,Si,Abogado,0.0,Alto,2.0,B
6086,459819,Masculino,Si,71,Si,Entretenimiento,,Alto,2.0,B
6088,464061,Masculino,Si,30,Si,Artista,12.0,Promedio,2.0,B
6089,466064,Femenino,Si,31,No,Entretenimiento,0.0,Promedio,2.0,A
6090,461999,Masculino,No,27,Si,Doctor,0.0,Bajo,5.0,B
6091,466913,Masculino,Si,65,Si,Abogado,0.0,Bajo,1.0,A
6093,465765,Masculino,Si,52,No,Entretenimiento,0.0,Promedio,2.0,B
6094,460245,Femenino,Si,52,Si,Artista,3.0,Bajo,2.0,B
6099,466828,Masculino,Si,50,Si,Ejecutivo,0.0,Alto,4.0,B
6102,465543,Femenino,Si,43,Si,Personal de salud,0.0,Promedio,2.0,A
6106,459645,Masculino,Si,43,Si,Artista,,Promedio,2.0,B
6110,466367,Femenino,No,37,Si,Doctor,5.0,Bajo,1.0,B
6113,464698,Masculino,Si,82,Si,Abogado,0.0,Bajo,,A
6114,467129,Femenino,,49,No,Marketing,1.0,Promedio,3.0,A
6116,465632,Masculino,No,37,Si,Artista,4.0,Bajo,7.0,A
6117,460735,Masculino,Si,35,Si,Ingeniero,1.0,Promedio,4.0,A
6118,467812,Masculino,No,50,Si,Artista,1.0,Bajo,1.0,B
6122,465959,Femenino,No,49,Si,Ingeniero,9.0,Bajo,1.0,A
6125,463056,Masculino,Si,43,Si,Homemaker,,Promedio,2.0,A
6126,465334,Femenino,Si,41,No,Marketing,5.0,Promedio,3.0,A
6129,464955,Femenino,Si,38,No,Ingeniero,1.0,Promedio,6.0,B
6130,459642,Masculino,Si,36,Si,Ejecutivo,,Alto,4.0,B
6131,460844,Masculino,Si,51,Si,Personal de salud,,Bajo,2.0,A
6135,460211,Masculino,Si,25,,Artista,6.0,Bajo,1.0,A
6138,464635,Masculino,Si,43,Si,Personal de salud,1.0,Alto,4.0,B
6139,465213,Masculino,Si,38,Si,Entretenimiento,2.0,Promedio,2.0,B
6142,463643,Femenino,No,43,Si,Artista,0.0,Bajo,3.0,A
6143,459285,Masculino,No,76,Si,Abogado,0.0,Bajo,2.0,A
6147,461922,Masculino,Si,70,No,Abogado,0.0,Alto,3.0,B
6148,465421,Femenino,No,25,No,Ingeniero,1.0,Bajo,1.0,A
6153,467568,Masculino,No,42,Si,Artista,8.0,Bajo,,A
6155,459762,Femenino,Si,45,Si,Artista,8.0,Promedio,2.0,B
6156,460408,Femenino,No,41,Si,Artista,2.0,Bajo,1.0,A
6157,461089,Masculino,No,20,No,Marketing,0.0,Bajo,3.0,B
6158,466866,Masculino,Si,27,No,Entretenimiento,14.0,Promedio,2.0,A
6161,459309,Femenino,Si,41,Si,Artista,9.0,Alto,2.0,B
6162,465040,Masculino,Si,67,No,Abogado,1.0,Promedio,2.0,A
6163,462387,Femenino,Si,28,Si,Artista,0.0,Bajo,2.0,A
6165,463646,Masculino,Si,45,No,Artista,1.0,Promedio,4.0,B
6170,461238,Femenino,Si,52,Si,Artista,3.0,Bajo,1.0,A
6172,465819,Femenino,No,42,Si,Ingeniero,1.0,Bajo,7.0,A
6177,461176,Femenino,Si,66,No,Ingeniero,6.0,Promedio,4.0,B
6178,460759,Masculino,Si,69,No,Abogado,1.0,Bajo,2.0,B
6180,463928,Masculino,Si,55,Si,Artista,1.0,Bajo,2.0,A
6182,467354,Masculino,Si,61,Si,Doctor,3.0,Bajo,2.0,A
6185,462744,Masculino,Si,38,Si,Artista,3.0,Promedio,4.0,B
6188,467609,Masculino,No,36,No,Artista,2.0,Bajo,4.0,A
6189,466451,Masculino,Si,41,Si,Entretenimiento,0.0,Bajo,1.0,A
6190,463680,Femenino,No,39,No,Ingeniero,1.0,Bajo,3.0,A
6193,459128,Femenino,Si,78,No,Abogado,0.0,Alto,3.0,B
6194,464957,Femenino,Si,87,No,Abogado,0.0,Bajo,1.0,A
6202,464373,Femenino,No,46,Si,Artista,0.0,Bajo,2.0,B
6204,466487,Femenino,No,27,Si,Personal de salud,0.0,Bajo,5.0,A
6209,464415,Masculino,Si,41,No,Doctor,1.0,Bajo,3.0,A
6210,462727,Femenino,Si,81,No,Abogado,0.0,Alto,2.0,A
6211,463268,Femenino,Si,38,No,Ingeniero,0.0,Bajo,3.0,A
6213,465226,Masculino,Si,37,No,Entretenimiento,2.0,Bajo,3.0,A
6214,461465,Masculino,Si,28,Si,Artista,9.0,Promedio,2.0,A
6215,461409,Masculino,Si,43,No,Artista,1.0,Alto,3.0,B
6217,463761,Masculino,Si,33,Si,Artista,1.0,Promedio,3.0,A
6218,466098,Masculino,Si,78,Si,Abogado,1.0,Alto,2.0,A
6221,467796,Femenino,No,27,No,Personal de salud,9.0,Bajo,2.0,A
6222,464859,Femenino,Si,45,Si,Artista,1.0,Promedio,3.0,B
6227,467103,Masculino,No,32,Si,Personal de salud,1.0,Bajo,3.0,A
6230,462069,Masculino,Si,36,Si,Artista,0.0,Promedio,2.0,B
6232,464822,Masculino,Si,37,No,Entretenimiento,,Promedio,3.0,A
6233,460252,Masculino,Si,41,Si,Artista,0.0,Bajo,2.0,A
6235,462884,Femenino,Si,55,No,Artista,1.0,Bajo,2.0,B
6240,467063,Masculino,Si,53,Si,Entretenimiento,1.0,Promedio,2.0,B
6241,461919,Masculino,No,38,Si,Doctor,0.0,Bajo,3.0,A
6243,460600,Femenino,No,41,Si,Artista,2.0,Bajo,,A
6246,466034,Femenino,Si,71,No,Ingeniero,2.0,Bajo,1.0,B
6247,461078,Femenino,No,26,No,Homemaker,0.0,Bajo,6.0,A
6248,465664,Femenino,Si,84,Si,Abogado,1.0,Bajo,1.0,A
6252,461545,Femenino,Si,70,Si,Artista,1.0,Bajo,3.0,B
6253,463819,Masculino,Si,25,,Artista,8.0,Bajo,,A
6256,466221,Masculino,Si,48,Si,Artista,4.0,Bajo,1.0,B
6265,466353,Femenino,Si,38,Si,Ingeniero,0.0,Promedio,2.0,B
6266,466464,Femenino,Si,48,Si,Homemaker,3.0,Promedio,2.0,B
6267,466287,Femenino,Si,48,Si,Doctor,1.0,Promedio,2.0,A
6270,463600,Masculino,No,33,No,Personal de salud,3.0,Bajo,5.0,B
6272,465812,Masculino,Si,47,No,Artista,0.0,Promedio,5.0,A
6277,459551,Femenino,Si,42,No,Ingeniero,4.0,Bajo,1.0,B
6278,467152,Masculino,Si,43,No,Artista,8.0,Bajo,1.0,A
6279,461174,Femenino,No,23,No,Marketing,,Bajo,4.0,B
6280,466420,Masculino,No,27,Si,Artista,5.0,Bajo,4.0,B
6281,460051,Masculino,No,42,Si,Artista,7.0,Bajo,1.0,A
6284,460438,Masculino,Si,58,No,Ejecutivo,0.0,Alto,4.0,B
6285,459032,Masculino,No,21,No,Doctor,0.0,Bajo,3.0,A
6287,462061,Masculino,No,41,No,Doctor,1.0,Bajo,3.0,B
6288,467623,Masculino,Si,76,Si,,1.0,Alto,2.0,A
6289,466119,Femenino,Si,57,No,Ingeniero,0.0,Bajo,1.0,B
6290,460952,Masculino,Si,38,No,Doctor,0.0,Promedio,5.0,A
6296,466972,Masculino,Si,25,Si,Artista,12.0,Bajo,2.0,A
6300,460437,Femenino,No,26,Si,Artista,9.0,Bajo,1.0,A
6302,463475,Femenino,Si,36,Si,Doctor,0.0,Bajo,1.0,B
6304,466804,Femenino,,40,Si,Homemaker,4.0,Bajo,1.0,A
6306,461287,Masculino,Si,42,Si,Ejecutivo,1.0,Alto,5.0,B
6310,463048,Femenino,Si,47,Si,Homemaker,,Alto,5.0,A
6312,462984,Femenino,Si,69,Si,Artista,1.0,Alto,2.0,B
6313,459447,Masculino,Si,53,Si,Artista,9.0,Bajo,1.0,B
6316,461001,Femenino,No,59,Si,Artista,0.0,Bajo,,B
6319,459580,Femenino,No,51,Si,Abogado,6.0,Bajo,1.0,B
6321,460808,Masculino,No,42,Si,Artista,1.0,Bajo,1.0,B
6323,467199,Masculino,No,37,Si,Artista,7.0,Bajo,2.0,A
6324,466939,Masculino,Si,66,No,Abogado,0.0,Alto,2.0,B
6325,461796,Masculino,Si,39,Si,Artista,1.0,Promedio,2.0,A
6334,466154,Femenino,Si,45,Si,Artista,1.0,Promedio,5.0,B
6335,462197,Femenino,Si,65,No,Ingeniero,1.0,Promedio,3.0,A
6336,461692,Femenino,Si,87,No,Artista,0.0,Bajo,1.0,A
6338,460763,Masculino,No,47,Si,Artista,1.0,Bajo,2.0,B
6339,465740,Femenino,No,68,Si,Doctor,1.0,Bajo,1.0,A
6341,459991,Masculino,Si,40,Si,Artista,6.0,Bajo,1.0,A
6342,463564,Femenino,Si,41,Si,Doctor,0.0,Bajo,1.0,B
6344,464037,Masculino,No,35,Si,Artista,9.0,Bajo,1.0,B
6349,460444,Masculino,Si,60,No,Artista,0.0,Bajo,1.0,B
6353,467601,Masculino,Si,42,No,Artista,6.0,Bajo,2.0,B
6354,464458,Masculino,No,46,Si,Artista,1.0,Bajo,2.0,B
6356,465471,Masculino,Si,43,Si,Artista,0.0,Bajo,1.0,B
6357,460179,Femenino,No,20,No,Entretenimiento,0.0,Bajo,6.0,B
6362,463833,Femenino,No,25,No,Doctor,,Bajo,4.0,A
6363,464974,Masculino,Si,60,No,Artista,0.0,Promedio,2.0,B
6365,460398,Femenino,No,39,Si,Entretenimiento,7.0,Bajo,1.0,A
6367,459725,Femenino,Si,35,Si,Artista,1.0,Bajo,2.0,B
6369,464207,Masculino,No,53,Si,Artista,0.0,Bajo,1.0,A
6373,463360,Femenino,Si,50,Si,Artista,4.0,Bajo,1.0,B
6375,462911,Masculino,Si,32,Si,Doctor,11.0,Promedio,2.0,A
6378,461744,Masculino,Si,47,Si,Artista,0.0,Promedio,4.0,B
6379,464696,Femenino,No,37,Si,Ingeniero,0.0,Bajo,1.0,A
6383,465476,Femenino,No,28,No,Personal de salud,3.0,Bajo,2.0,A
6384,461534,Masculino,Si,39,Si,Artista,1.0,Bajo,1.0,B
6385,465097,Masculino,Si,81,No,Abogado,1.0,Alto,2.0,A
6386,464391,Femenino,Si,65,No,Ingeniero,0.0,Promedio,2.0,B
6388,466519,Masculino,Si,37,,Entretenimiento,0.0,Bajo,,B
6389,460833,Masculino,Si,30,Si,Personal de salud,0.0,Bajo,2.0,A
6390,464425,Masculino,No,40,Si,Artista,8.0,Bajo,1.0,B
6391,462231,Masculino,No,28,Si,Artista,4.0,Bajo,6.0,B
6394,464435,Masculino,Si,48,Si,Entretenimiento,1.0,Bajo,3.0,A
6396,459670,Femenino,Si,39,Si,Entretenimiento,7.0,Promedio,2.0,B
6397,462515,Masculino,Si,42,No,Doctor,5.0,Promedio,5.0,B
6398,461604,Masculino,Si,38,No,Entretenimiento,1.0,Promedio,2.0,B
6400,465149,Masculino,Si,43,Si,Entretenimiento,1.0,Promedio,3.0,B
6401,459673,Femenino,Si,83,Si,Abogado,1.0,Bajo,1.0,B
6402,465507,Masculino,Si,43,Si,Artista,8.0,Bajo,1.0,B
6404,460713,Masculino,Si,50,Si,Doctor,0.0,Promedio,3.0,B
6405,465366,Femenino,No,38,Si,Artista,8.0,Bajo,1.0,B
6409,461157,Masculino,No,37,No,Personal de salud,0.0,Bajo,5.0,A
6411,460965,Masculino,Si,52,Si,Artista,1.0,Promedio,4.0,B
6412,466166,Masculino,Si,85,Si,Abogado,1.0,Alto,2.0,A
6417,459125,Femenino,No,32,Si,Artista,,Bajo,7.0,A
6418,467734,Masculino,Si,79,Si,Abogado,2.0,Alto,2.0,B
6420,465932,Masculino,No,35,No,Artista,1.0,Bajo,1.0,A
6424,466288,Masculino,Si,36,Si,Artista,7.0,Promedio,5.0,B
6426,466780,Femenino,No,36,Si,Artista,11.0,Bajo,,A
6441,461495,Masculino,Si,35,Si,Artista,1.0,Promedio,3.0,B
6442,461602,Femenino,No,26,Si,Artista,0.0,Bajo,,A
6445,461247,Femenino,No,49,Si,Artista,4.0,Bajo,1.0,A
6446,461620,Masculino,No,52,Si,Entretenimiento,1.0,Bajo,2.0,B
6449,466239,Masculino,Si,69,Si,Ejecutivo,0.0,Bajo,2.0,B
6452,459337,Femenino,Si,25,Si,Ingeniero,6.0,Promedio,2.0,A
6453,466934,Femenino,Si,60,Si,Artista,0.0,Bajo,1.0,B
6454,467965,Femenino,No,37,Si,Personal de salud,1.0,Bajo,2.0,A
6457,462982,Masculino,Si,41,No,Doctor,2.0,Promedio,4.0,A
6459,463095,Femenino,Si,37,Si,Homemaker,,Alto,2.0,A
6460,461687,Femenino,Si,77,Si,Artista,0.0,Alto,2.0,B
6461,467124,Masculino,Si,57,No,,1.0,Promedio,2.0,B
6462,464499,Masculino,Si,43,Si,Ejecutivo,1.0,Alto,4.0,B
6464,466280,Masculino,No,33,No,Doctor,1.0,Bajo,2.0,B
6465,463523,Masculino,Si,60,Si,Ejecutivo,1.0,Alto,4.0,B
6469,462269,Masculino,Si,83,Si,Artista,2.0,Alto,2.0,A
6472,462324,Masculino,Si,65,Si,Entretenimiento,0.0,Alto,2.0,A
6473,463253,Femenino,Si,61,Si,Doctor,0.0,Promedio,4.0,B
6478,463431,Masculino,Si,43,Si,Artista,,Promedio,4.0,B
6479,459585,Femenino,Si,46,Si,Artista,0.0,Promedio,4.0,A
6480,459304,Femenino,Si,43,Si,Artista,8.0,Promedio,2.0,B
6481,462523,Masculino,Si,57,No,Doctor,4.0,Bajo,3.0,B
6482,464805,Masculino,Si,35,No,Doctor,0.0,Bajo,1.0,A
6484,467953,Femenino,Si,37,Si,Artista,0.0,Bajo,3.0,A
6485,464381,Masculino,Si,35,Si,Artista,4.0,Promedio,2.0,A
6486,466115,Masculino,Si,37,No,Ejecutivo,1.0,Bajo,2.0,A
6487,467606,Masculino,Si,38,Si,Ejecutivo,0.0,Promedio,3.0,B
6490,460628,Masculino,Si,27,Si,Entretenimiento,,Bajo,,B
6491,459916,Masculino,No,36,Si,Artista,0.0,Bajo,1.0,B
6493,467613,Masculino,Si,53,No,Artista,1.0,Promedio,6.0,A
6496,466393,Femenino,Si,42,No,Entretenimiento,1.0,Bajo,6.0,B
6499,463987,Femenino,No,36,Si,Artista,0.0,Bajo,1.0,B
6504,462355,Masculino,Si,61,No,Entretenimiento,1.0,Bajo,,A
6505,461960,Masculino,Si,57,Si,Entretenimiento,0.0,Bajo,2.0,A
6507,461963,Femenino,No,43,Si,Artista,8.0,Bajo,1.0,A
6509,465477,Masculino,No,31,No,Personal de salud,1.0,Bajo,3.0,B
6511,466472,Masculino,No,38,Si,Doctor,4.0,Bajo,1.0,B
6512,467727,Masculino,Si,45,Si,Artista,7.0,Alto,4.0,A
6514,466486,Femenino,Si,43,Si,Doctor,9.0,Bajo,2.0,A
6515,460284,Femenino,No,29,Si,Entretenimiento,8.0,Bajo,2.0,A
6516,463704,Masculino,No,45,Si,Artista,1.0,Bajo,2.0,A
6517,460690,Femenino,,51,No,Homemaker,8.0,Bajo,,A
6518,467061,Femenino,No,29,Si,Homemaker,13.0,Bajo,1.0,A
6519,464545,Masculino,No,43,Si,Artista,7.0,Bajo,3.0,A
6520,464239,Femenino,Si,42,No,Artista,0.0,Promedio,3.0,A
6522,461339,Masculino,No,26,Si,Personal de salud,1.0,Bajo,3.0,B
6524,460623,Masculino,Si,41,Si,Ejecutivo,5.0,Bajo,2.0,A
6525,467493,Masculino,Si,47,Si,Ejecutivo,1.0,Alto,4.0,B
6529,466568,Femenino,Si,35,Si,Artista,,Promedio,2.0,B
6530,467032,Femenino,No,25,Si,Artista,2.0,Bajo,2.0,A
6533,466509,Masculino,Si,56,No,Ejecutivo,1.0,Promedio,3.0,B
6534,463087,Femenino,Si,35,Si,Homemaker,9.0,Promedio,2.0,B
6538,466390,Femenino,Si,61,Si,Homemaker,1.0,Promedio,,B
6539,463636,Masculino,No,33,No,Doctor,1.0,Bajo,6.0,A
6540,466717,Femenino,Si,69,No,Entretenimiento,1.0,Bajo,2.0,B
6541,466731,Femenino,Si,38,Si,Ingeniero,4.0,Bajo,2.0,A
6543,467729,Masculino,Si,61,Si,Entretenimiento,3.0,Promedio,6.0,B
6550,463903,Masculino,No,26,No,Entretenimiento,0.0,Bajo,2.0,A
6552,459270,Masculino,Si,65,Si,Homemaker,0.0,Alto,2.0,A
6558,463608,Masculino,Si,25,Si,,,Bajo,,A
6562,465669,Femenino,Si,37,No,Entretenimiento,2.0,Promedio,4.0,A
6565,465034,Femenino,Si,83,Si,Ejecutivo,1.0,Alto,3.0,A
6570,463790,Masculino,Si,51,No,Ejecutivo,0.0,Bajo,4.0,B
6571,465487,Masculino,No,25,Si,Entretenimiento,1.0,Bajo,3.0,A
6575,464771,Femenino,Si,47,No,Ingeniero,8.0,Promedio,5.0,B
6577,459152,Femenino,No,40,Si,Artista,8.0,Bajo,2.0,B
6578,464605,Femenino,Si,65,Si,Abogado,1.0,Bajo,1.0,A
6579,466481,Masculino,No,40,Si,Artista,2.0,Bajo,1.0,B
6580,462097,Masculino,Si,42,Si,Doctor,8.0,Promedio,2.0,B
6582,463174,Femenino,Si,58,Si,Ingeniero,1.0,Bajo,1.0,A
6584,460081,Masculino,Si,35,Si,Artista,10.0,Alto,2.0,B
6585,466891,Femenino,Si,53,No,Homemaker,9.0,Bajo,1.0,A
6589,467611,Masculino,No,39,Si,Artista,9.0,Bajo,1.0,A
6590,462732,Femenino,Si,41,Si,Artista,,Bajo,1.0,B
6591,465481,Femenino,No,28,No,Artista,1.0,Bajo,4.0,B
6592,459095,Masculino,Si,35,No,Entretenimiento,9.0,Bajo,3.0,A
6593,464896,Masculino,Si,76,No,Ejecutivo,1.0,Alto,2.0,A
6595,461420,Femenino,Si,59,Si,Doctor,5.0,Bajo,2.0,A
6596,463375,Femenino,Si,45,Si,Doctor,0.0,Bajo,1.0,B
6597,459546,Femenino,Si,81,No,Abogado,,Alto,2.0,B
6599,459236,Femenino,Si,86,No,Abogado,0.0,Alto,2.0,B
6602,460633,Masculino,Si,37,Si,,,Alto,2.0,A
6603,462012,Femenino,No,25,No,Personal de salud,0.0,Bajo,8.0,B
6605,462533,Femenino,No,33,Si,Entretenimiento,0.0,Bajo,3.0,A
6608,465418,Masculino,No,39,Si,Artista,0.0,Bajo,1.0,A
6610,463254,Femenino,Si,37,No,Ejecutivo,0.0,Alto,2.0,A
6611,461456,Femenino,No,40,No,Marketing,0.0,Bajo,1.0,A
6612,461557,Masculino,No,38,Si,Artista,6.0,Bajo,4.0,A
6613,462946,Masculino,Si,52,No,Artista,1.0,Bajo,2.0,A
6614,463616,Femenino,Si,48,No,Ingeniero,1.0,Promedio,5.0,B
6615,462593,Femenino,Si,60,No,Ingeniero,1.0,Promedio,5.0,B
6616,464693,Femenino,No,36,Si,Ingeniero,9.0,Bajo,1.0,A
6618,466494,Masculino,Si,71,No,Entretenimiento,0.0,Promedio,3.0,A
6620,462432,Masculino,Si,37,Si,Ejecutivo,1.0,Promedio,2.0,B
6621,464268,Femenino,No,51,Si,Artista,0.0,Bajo,1.0,A
6623,462006,Masculino,Si,28,Si,Artista,1.0,Promedio,2.0,B
6627,464795,Femenino,No,31,No,Ingeniero,1.0,Bajo,8.0,A
6631,460468,Femenino,No,50,Si,Ejecutivo,1.0,Bajo,1.0,A
6634,464067,Femenino,No,28,Si,Entretenimiento,0.0,Bajo,4.0,B
6636,466165,Femenino,No,49,Si,Artista,0.0,Bajo,1.0,B
6637,462177,Masculino,No,43,,Artista,6.0,Bajo,5.0,B
6640,464971,Femenino,Si,36,No,Ingeniero,1.0,Bajo,5.0,A
6641,460472,Masculino,Si,49,No,Doctor,1.0,Promedio,3.0,A
6642,461145,Femenino,Si,36,Si,Entretenimiento,0.0,Bajo,2.0,A
6643,466982,Masculino,Si,56,Si,Artista,,Promedio,2.0,B
6644,466061,Femenino,No,41,,,2.0,Bajo,1.0,A
6648,462096,Femenino,No,43,Si,Homemaker,,Bajo,1.0,A
6649,466015,Masculino,Si,69,No,Entretenimiento,3.0,Bajo,8.0,A
6650,459372,Femenino,No,27,Si,Personal de salud,,Bajo,4.0,B
6651,463196,Femenino,Si,67,Si,Ingeniero,1.0,Bajo,1.0,A
6653,464850,Femenino,,51,No,Artista,,Promedio,3.0,B
6654,462978,Masculino,Si,43,No,Entretenimiento,,Promedio,3.0,B
6655,461988,Masculino,Si,36,No,Ingeniero,0.0,Promedio,2.0,B
6661,465973,Femenino,Si,50,Si,Artista,8.0,Promedio,2.0,B
6668,460115,Femenino,No,28,Si,Personal de salud,,Bajo,1.0,A
6669,463710,Masculino,No,49,Si,Entretenimiento,0.0,Bajo,1.0,B
6671,467545,Masculino,Si,53,Si,Artista,9.0,Promedio,2.0,B
6672,466027,Femenino,Si,70,No,Ingeniero,7.0,Bajo,1.0,B
6674,465342,Masculino,Si,83,Si,Ejecutivo,0.0,Alto,2.0,A
6675,460249,Femenino,No,25,Si,Entretenimiento,9.0,Bajo,2.0,A
6677,461676,Femenino,No,29,Si,Ingeniero,1.0,Bajo,1.0,A
6679,467597,Femenino,Si,65,Si,Abogado,0.0,Bajo,1.0,A
6680,459256,Femenino,Si,46,Si,Artista,0.0,Alto,4.0,B
6681,459962,Masculino,Si,59,Si,Artista,8.0,Bajo,1.0,B
6684,465146,Masculino,Si,58,Si,Artista,9.0,Bajo,1.0,B
6686,464279,Masculino,Si,53,No,Ejecutivo,1.0,Bajo,5.0,A
6690,465394,Masculino,No,32,Si,Ingeniero,0.0,Bajo,3.0,B
6693,464328,Masculino,Si,84,No,Abogado,1.0,Alto,2.0,B
6694,462797,Masculino,Si,30,Si,Personal de salud,0.0,Bajo,4.0,A
6695,461008,Masculino,No,26,No,Personal de salud,1.0,Bajo,4.0,A
6696,461412,Femenino,Si,41,Si,Artista,5.0,Alto,3.0,B
6699,463727,Femenino,No,27,No,Doctor,0.0,Bajo,5.0,A
6700,467174,Masculino,Si,41,No,Ejecutivo,0.0,Alto,3.0,A
6705,462957,Masculino,Si,58,No,Ejecutivo,1.0,Alto,5.0,B
6706,465292,Femenino,No,42,Si,Doctor,0.0,Bajo,3.0,B
6707,464359,Femenino,No,37,Si,Artista,0.0,Bajo,3.0,B
6709,464624,Masculino,No,39,Si,Entretenimiento,3.0,Bajo,2.0,A
